Student ID,Student Country,Question ID,Type of Answer,Question Level,Topic,Subtopic,Keywords
510,3,102,0,1,4,0,300
524,3,102,1,1,4,0,300
197,3,102,0,1,4,0,300
1274,3,102,0,1,4,0,300
525,3,102,1,1,4,0,300
525,3,102,0,1,4,0,300
525,3,102,0,1,4,0,300
1379,3,102,1,1,4,0,300
151,3,102,0,1,4,0,300
151,3,102,1,1,4,0,300
151,3,102,1,1,4,0,300
176,1,102,1,1,4,0,300
204,2,102,0,1,4,0,300
625,5,102,0,1,4,0,300
625,5,102,0,1,4,0,300
625,5,102,0,1,4,0,300
625,5,102,0,1,4,0,300
41,3,104,0,1,4,0,300
351,3,104,1,1,4,0,300
201,2,104,1,1,4,0,300
199,2,104,0,1,4,0,300
175,1,104,1,1,4,0,300
1518,3,104,0,1,4,0,300
524,3,104,0,1,4,0,300
524,3,104,0,1,4,0,300
524,3,104,0,1,4,0,300
1274,3,104,0,1,4,0,300
406,3,104,1,1,4,0,300
1379,3,104,0,1,4,0,300
71,3,104,0,1,4,0,300
160,3,104,0,1,4,0,300
405,3,104,0,1,4,0,300
151,3,104,1,1,4,0,300
151,3,104,1,1,4,0,300
151,3,104,1,1,4,0,300
151,3,104,1,1,4,0,300
176,1,104,1,1,4,0,300
204,2,104,0,1,4,0,300
41,3,108,0,1,4,0,300
351,3,108,1,1,4,0,300
351,3,108,0,1,4,0,300
202,2,108,0,1,4,0,300
199,2,108,0,1,4,0,300
200,2,108,0,1,4,0,300
524,3,108,0,1,4,0,300
483,3,108,1,1,4,0,300
1274,3,108,0,1,4,0,300
406,3,108,0,1,4,0,300
509,3,108,0,1,4,0,300
511,3,108,0,1,4,0,300
525,3,108,0,1,4,0,300
1379,3,108,1,1,4,0,300
64,3,108,0,1,4,0,300
219,2,108,0,1,4,0,300
151,3,108,0,1,4,0,300
151,3,108,1,1,4,0,300
151,3,108,0,1,4,0,300
151,3,108,0,1,4,0,300
176,1,108,1,1,4,0,300
204,2,108,1,1,4,0,300
204,2,108,1,1,4,0,300
625,5,108,0,1,4,0,300
41,3,112,0,1,4,0,300
351,3,112,1,1,4,0,300
203,2,112,1,1,4,0,300
200,2,112,0,1,4,0,300
524,3,112,0,1,4,0,300
483,3,112,1,1,4,0,300
1274,3,112,1,1,4,0,300
511,3,112,1,1,4,0,300
525,3,112,0,1,4,0,300
525,3,112,0,1,4,0,300
359,3,112,0,1,4,0,300
151,3,112,0,1,4,0,300
151,3,112,1,1,4,0,300
151,3,112,0,1,4,0,300
151,3,112,0,1,4,0,300
176,1,112,0,1,4,0,300
177,1,112,0,1,4,0,300
625,5,112,1,1,4,0,300
624,3,112,0,1,4,0,300
41,3,113,0,1,4,0,300
218,2,113,0,1,4,0,300
200,2,113,0,1,4,0,300
985,4,113,1,1,4,0,300
510,3,113,0,1,4,0,300
510,3,113,0,1,4,0,300
524,3,113,1,1,4,0,300
197,3,113,0,1,4,0,300
483,3,113,0,1,4,0,300
1274,3,113,0,1,4,0,300
525,3,113,0,1,4,0,300
151,3,113,1,1,4,0,300
151,3,113,1,1,4,0,300
151,3,113,1,1,4,0,300
151,3,113,1,1,4,0,300
151,3,113,1,1,4,0,300
176,1,113,1,1,4,0,300
625,5,113,0,1,4,0,300
625,5,113,0,1,4,0,300
41,3,114,0,1,4,0,300
351,3,114,0,1,4,0,300
218,2,114,0,1,4,0,300
201,2,114,1,1,4,0,300
199,2,114,0,1,4,0,300
81,2,114,1,1,4,0,300
156,2,114,0,1,4,0,300
175,1,114,0,1,4,0,300
985,4,114,0,1,4,0,300
483,3,114,0,1,4,0,300
1274,3,114,0,1,4,0,300
406,3,114,0,1,4,0,300
509,3,114,0,1,4,0,300
525,3,114,0,1,4,0,300
71,3,114,1,1,4,0,300
151,3,114,0,1,4,0,300
151,3,114,1,1,4,0,300
151,3,114,1,1,4,0,300
151,3,114,1,1,4,0,300
142,3,114,0,1,4,0,300
204,2,114,1,1,4,0,300
625,5,114,0,1,4,0,300
624,3,114,0,1,4,0,300
131,2,117,0,0,4,0,300
91,2,117,1,0,4,0,300
625,5,117,0,0,4,0,300
625,5,117,0,0,4,0,300
41,3,118,0,1,4,0,300
351,3,118,0,1,4,0,300
351,3,118,0,1,4,0,300
218,2,118,1,1,4,0,300
203,2,118,1,1,4,0,300
200,2,118,0,1,4,0,300
81,2,118,0,1,4,0,300
524,3,118,1,1,4,0,300
524,3,118,1,1,4,0,300
197,3,118,0,1,4,0,300
1274,3,118,1,1,4,0,300
511,3,118,1,1,4,0,300
1379,3,118,1,1,4,0,300
71,3,118,0,1,4,0,300
64,3,118,0,1,4,0,300
160,3,118,0,1,4,0,300
405,3,118,0,1,4,0,300
151,3,118,0,1,4,0,300
151,3,118,0,1,4,0,300
151,3,118,1,1,4,0,300
151,3,118,0,1,4,0,300
176,1,118,1,1,4,0,300
176,1,118,0,1,4,0,300
198,1,118,1,1,4,0,300
52,3,118,0,1,4,0,300
625,5,118,0,1,4,0,300
351,3,120,0,1,4,0,300
218,2,120,1,1,4,0,300
201,2,120,0,1,4,0,300
199,2,120,1,1,4,0,300
344,3,120,0,1,4,0,300
510,3,120,0,1,4,0,300
197,3,120,1,1,4,0,300
1274,3,120,0,1,4,0,300
509,3,120,1,1,4,0,300
525,3,120,1,1,4,0,300
525,3,120,0,1,4,0,300
525,3,120,0,1,4,0,300
64,3,120,1,1,4,0,300
405,3,120,0,1,4,0,300
151,3,120,1,1,4,0,300
151,3,120,1,1,4,0,300
151,3,120,1,1,4,0,300
151,3,120,1,1,4,0,300
151,3,120,1,1,4,0,300
151,3,120,1,1,4,0,300
625,5,120,1,1,4,0,300
625,5,120,1,1,4,0,300
625,5,120,0,1,4,0,300
131,2,121,0,0,4,0,300
91,2,121,1,0,4,0,300
625,5,121,0,0,4,0,300
128,2,122,0,1,7,16,145
455,3,122,0,1,7,16,145
524,3,122,1,1,7,16,145
509,3,122,1,1,7,16,145
511,3,122,1,1,7,16,145
598,1,122,1,1,7,16,145
311,0,122,1,1,7,16,145
576,0,123,0,1,7,16,145
455,3,123,1,1,7,16,145
1518,3,123,1,1,7,16,145
509,3,123,1,1,7,16,145
986,3,123,1,1,7,16,145
406,3,123,0,1,7,16,145
71,3,123,1,1,7,16,145
411,3,123,0,1,7,16,145
411,3,123,0,1,7,16,145
52,3,123,0,1,7,16,145
422,3,124,1,0,7,16,331
90,2,125,0,1,7,16,61
128,2,125,0,1,7,16,61
509,3,125,1,1,7,16,61
166,3,125,1,1,7,16,61
411,3,125,0,1,7,16,61
420,3,125,1,1,7,16,61
80,2,125,1,1,7,16,61
600,1,125,0,1,7,16,61
311,0,125,1,1,7,16,61
311,0,125,0,1,7,16,61
311,0,125,0,1,7,16,61
90,2,126,0,0,7,16,59
1351,3,126,1,0,7,16,59
422,3,126,1,0,7,16,59
633,1,126,0,0,7,16,59
455,3,127,1,1,7,16,190
524,3,127,1,1,7,16,190
415,3,127,0,1,7,16,190
509,3,127,0,1,7,16,190
406,3,127,1,1,7,16,190
71,3,127,0,1,7,16,190
411,3,127,0,1,7,16,190
411,3,127,0,1,7,16,190
420,3,127,1,1,7,16,190
311,0,127,1,1,7,16,190
311,0,127,1,1,7,16,190
90,2,128,0,0,7,16,188
415,3,128,0,0,7,16,188
422,3,128,1,0,7,16,188
633,1,128,1,0,7,16,188
208,2,129,1,1,7,16,189
510,3,129,0,1,7,16,189
600,1,129,1,1,7,16,189
52,3,129,0,1,7,16,189
90,2,130,0,1,7,16,58
1247,3,130,0,1,7,16,58
511,3,130,0,1,7,16,58
511,3,130,1,1,7,16,58
71,3,130,1,1,7,16,58
422,3,130,1,1,7,16,58
422,3,130,1,1,7,16,58
52,3,130,0,1,7,16,58
598,1,130,0,1,7,16,58
311,0,130,0,1,7,16,58
311,0,130,1,1,7,16,58
415,3,131,0,1,7,16,58
511,3,131,1,1,7,16,58
975,3,131,1,1,7,16,58
422,3,131,0,1,7,16,58
80,2,131,0,1,7,16,58
600,1,131,1,1,7,16,58
598,1,131,1,1,7,16,58
311,0,131,1,1,7,16,58
311,0,131,0,1,7,16,58
311,0,131,0,1,7,16,58
311,0,131,0,1,7,16,58
90,2,132,0,0,7,16,57
415,3,132,1,0,7,16,57
422,3,132,0,0,7,16,57
633,1,132,0,0,7,16,57
90,2,133,0,0,7,16,57
415,3,133,1,0,7,16,57
422,3,133,1,0,7,16,57
633,1,133,1,0,7,16,57
250,2,134,0,1,7,16,57
1518,3,134,1,1,7,16,57
511,3,134,1,1,7,16,57
166,3,134,1,1,7,16,57
71,3,134,0,1,7,16,57
422,3,134,1,1,7,16,57
80,2,134,1,1,7,16,57
598,1,134,1,1,7,16,57
311,0,134,1,1,7,16,57
311,0,134,1,1,7,16,57
311,0,134,0,1,7,16,57
90,2,135,0,1,7,16,330
455,3,135,1,1,7,16,330
1518,3,135,0,1,7,16,330
973,3,135,1,1,7,16,330
422,3,135,0,1,7,16,330
311,0,135,1,1,7,16,330
91,2,136,1,1,7,16,201
455,3,136,0,1,7,16,201
1518,3,136,0,1,7,16,201
979,3,136,0,1,7,16,201
524,3,136,1,1,7,16,201
415,3,136,0,1,7,16,201
509,3,136,1,1,7,16,201
511,3,136,1,1,7,16,201
509,3,136,0,1,7,16,201
71,3,136,0,1,7,16,201
411,3,136,0,1,7,16,201
80,2,136,0,1,7,16,201
598,1,136,1,1,7,16,201
208,2,137,0,1,7,16,187
128,2,137,0,1,7,16,187
510,3,137,0,1,7,16,187
509,3,137,1,1,7,16,187
422,3,137,0,1,7,16,187
411,3,137,0,1,7,16,187
80,2,137,1,1,7,16,187
52,3,137,1,1,7,16,187
128,2,138,0,1,7,16,196
455,3,138,0,1,7,16,196
1518,3,138,1,1,7,16,196
510,3,138,0,1,7,16,196
166,3,138,1,1,7,16,196
406,3,138,0,1,7,16,196
411,3,138,0,1,7,16,196
600,1,138,1,1,7,16,196
311,0,138,0,1,7,16,196
311,0,138,0,1,7,16,196
311,0,138,0,1,7,16,196
90,2,139,0,0,7,16,199
415,3,139,0,0,7,16,199
633,1,139,0,0,7,16,199
415,3,140,1,0,7,16,197
633,1,140,1,0,7,16,197
128,2,141,1,1,7,16,198
1518,3,141,1,1,7,16,198
510,3,141,0,1,7,16,198
509,3,141,1,1,7,16,198
509,3,141,1,1,7,16,198
166,3,141,1,1,7,16,198
986,3,141,1,1,7,16,198
422,3,141,1,1,7,16,198
411,3,141,0,1,7,16,198
411,3,141,0,1,7,16,198
52,3,141,1,1,7,16,198
311,0,141,1,1,7,16,198
351,3,142,0,1,3,4,347
175,1,142,1,1,3,4,347
626,1,142,0,1,3,4,347
483,3,142,1,1,3,4,347
483,3,142,0,1,3,4,347
349,3,142,0,1,3,4,347
352,3,142,0,1,3,4,347
71,3,142,1,1,3,4,347
1564,3,142,0,1,3,4,347
80,2,142,1,1,3,4,347
751,2,142,0,1,3,4,347
36,3,142,1,1,3,4,347
37,3,142,1,1,3,4,347
37,3,142,1,1,3,4,347
634,1,142,0,1,3,4,347
239,2,143,1,1,3,4,345
626,1,143,0,1,3,4,345
175,1,143,0,1,3,4,345
985,4,143,0,1,3,4,345
174,3,143,0,1,3,4,345
155,7,143,0,1,3,4,345
36,3,143,1,1,3,4,345
37,3,143,1,1,3,4,345
177,1,143,0,1,3,4,345
176,1,143,0,1,3,4,345
178,1,143,0,1,3,4,345
239,2,144,1,1,3,4,344
175,1,144,0,1,3,4,344
349,3,144,1,1,3,4,344
349,3,144,1,1,3,4,344
352,3,144,0,1,3,4,344
189,3,144,0,1,3,4,344
411,3,144,0,1,3,4,344
155,7,144,0,1,3,4,344
178,1,144,0,1,3,4,344
351,3,145,1,1,3,4,263
175,1,145,0,1,3,4,263
1011,3,145,0,1,3,4,263
1487,3,145,0,1,3,4,263
189,3,145,0,1,3,4,263
36,3,145,0,1,3,4,263
41,3,146,0,1,2,5,293
552,3,146,0,1,2,5,293
552,3,146,0,1,2,5,293
26,3,146,1,1,2,5,293
26,3,146,1,1,2,5,293
155,7,146,0,1,2,5,293
351,3,147,1,1,3,4,263
1026,2,147,0,1,3,4,263
165,3,147,0,1,3,4,263
175,1,147,0,1,3,4,263
349,3,147,0,1,3,4,263
349,3,147,0,1,3,4,263
71,3,147,1,1,3,4,263
71,3,147,1,1,3,4,263
155,7,147,0,1,3,4,263
36,3,147,0,1,3,4,263
37,3,147,0,1,3,4,263
178,1,147,0,1,3,4,263
178,1,147,0,1,3,4,263
1037,2,148,0,1,3,19,103
1026,2,148,0,1,3,19,103
1028,2,148,0,1,3,19,103
1049,2,148,0,1,3,19,103
1049,2,148,0,1,3,19,103
1075,3,148,0,1,3,19,103
1044,2,148,1,1,3,19,103
1044,2,148,1,1,3,19,103
1044,2,148,1,1,3,19,103
155,7,148,1,1,3,19,103
1044,2,153,1,0,3,19,316
155,7,153,1,1,3,19,316
37,3,153,1,0,3,19,316
380,3,155,1,1,9,17,153
1171,3,155,0,1,9,17,153
851,1,155,1,1,9,17,153
851,1,155,0,1,9,17,153
851,1,155,0,1,9,17,153
37,3,155,0,1,9,17,153
37,3,155,1,1,9,17,153
552,3,156,0,1,2,5,163
26,3,156,1,1,2,5,163
37,3,156,0,1,2,5,163
61,3,156,0,1,2,5,163
61,3,156,1,1,2,5,163
1516,3,157,1,1,2,5,125
41,3,157,1,1,2,5,125
380,3,157,0,1,2,5,125
26,3,157,1,1,2,5,125
155,7,157,1,1,2,5,125
41,3,159,1,1,2,5,165
552,3,159,0,1,2,5,165
26,3,159,1,1,2,5,165
61,3,159,0,1,2,5,165
61,3,159,1,1,2,5,165
41,3,160,1,1,2,5,163
411,3,160,0,1,2,5,163
80,2,160,1,1,2,5,163
155,7,160,1,1,2,5,163
61,3,160,1,1,2,5,163
1516,3,164,0,1,2,5,293
155,7,164,1,1,2,5,293
61,3,164,1,1,2,5,293
1516,3,165,1,1,2,5,164
41,3,165,1,1,2,5,164
26,3,165,1,1,2,5,164
155,7,165,0,1,2,5,164
155,7,165,0,1,2,5,164
61,3,165,1,1,2,5,164
41,3,168,1,1,2,5,163
26,3,168,1,1,2,5,163
80,2,168,0,1,2,5,163
155,7,168,1,1,2,5,163
61,3,168,1,1,2,5,163
380,3,169,0,1,2,5,163
155,7,169,1,1,2,5,163
155,7,169,1,1,2,5,163
61,3,169,1,1,2,5,163
41,3,172,1,1,2,5,163
155,7,172,1,1,2,5,163
61,3,172,0,1,2,5,163
1044,2,176,0,0,3,19,291
37,3,176,1,0,3,19,291
913,0,177,1,1,13,22,288
684,0,177,1,1,13,22,288
683,0,177,0,1,13,22,288
719,3,177,0,1,13,22,288
712,3,177,0,1,13,22,288
1505,3,177,1,1,13,22,288
661,3,177,0,1,13,22,288
666,3,177,0,1,13,22,288
700,3,177,0,1,13,22,288
697,3,177,1,1,13,22,288
700,3,177,0,1,13,22,288
731,3,177,1,1,13,22,288
57,3,177,0,1,13,22,288
693,3,177,1,1,13,22,288
667,3,177,1,1,13,22,288
660,3,177,1,1,13,22,288
691,3,177,0,1,13,22,288
638,1,177,0,1,13,22,288
639,1,177,0,1,13,22,288
643,1,177,0,1,13,22,288
664,3,178,0,1,13,22,204
697,3,178,1,1,13,22,204
731,3,178,0,1,13,22,204
645,1,178,1,1,13,22,204
642,1,178,0,1,13,22,204
636,1,178,0,1,13,22,204
643,1,178,1,1,13,22,204
913,0,179,1,1,13,22,288
658,0,179,1,1,13,22,288
683,0,179,0,1,13,22,288
674,0,179,0,1,13,22,288
700,3,179,1,1,13,22,288
731,3,179,0,1,13,22,288
67,3,179,1,1,13,22,288
57,3,179,0,1,13,22,288
690,3,179,0,1,13,22,288
28,3,179,0,1,13,22,288
704,3,179,1,1,13,22,288
639,1,179,0,1,13,22,288
643,1,179,1,1,13,22,288
741,0,180,1,1,13,22,202
699,3,180,1,1,13,22,202
693,3,180,1,1,13,22,202
690,3,180,1,1,13,22,202
660,3,180,1,1,13,22,202
663,3,180,1,1,13,22,202
28,3,180,0,1,13,22,202
692,3,180,1,1,13,22,202
638,1,180,0,1,13,22,202
645,1,180,0,1,13,22,202
741,0,181,0,1,13,22,270
658,0,181,0,1,13,22,270
41,3,181,0,1,13,22,270
712,3,181,0,1,13,22,270
651,0,181,0,1,13,22,270
641,1,181,1,1,13,22,270
1505,3,181,0,1,13,22,270
664,3,181,1,1,13,22,270
661,3,181,1,1,13,22,270
666,3,181,0,1,13,22,270
67,3,181,0,1,13,22,270
720,3,181,1,1,13,22,270
693,3,181,0,1,13,22,270
690,3,181,0,1,13,22,270
643,1,181,0,1,13,22,270
684,0,182,1,1,13,22,271
657,0,182,0,1,13,22,271
683,0,182,1,1,13,22,271
41,3,182,0,1,13,22,271
651,0,182,0,1,13,22,271
641,1,182,0,1,13,22,271
1505,3,182,1,1,13,22,271
697,3,182,1,1,13,22,271
660,3,182,0,1,13,22,271
692,3,182,1,1,13,22,271
639,1,182,0,1,13,22,271
637,1,182,0,1,13,22,271
913,0,183,1,1,13,22,271
674,0,183,0,1,13,22,271
41,3,183,1,1,13,22,271
669,3,183,0,1,13,22,271
1505,3,183,1,1,13,22,271
695,3,183,1,1,13,22,271
700,3,183,0,1,13,22,271
693,3,183,0,1,13,22,271
667,3,183,1,1,13,22,271
663,3,183,1,1,13,22,271
953,2,183,0,1,13,22,271
636,1,183,0,1,13,22,271
639,1,183,1,1,13,22,271
658,0,184,0,1,13,22,110
657,0,184,1,1,13,22,110
674,0,184,1,1,13,22,110
669,3,184,1,1,13,22,110
661,3,184,0,1,13,22,110
57,3,184,1,1,13,22,110
57,3,184,1,1,13,22,110
57,3,184,1,1,13,22,110
667,3,184,1,1,13,22,110
723,3,184,1,1,13,22,110
692,3,184,0,1,13,22,110
645,1,184,1,1,13,22,110
953,2,184,1,1,13,22,110
636,1,184,0,1,13,22,110
657,0,185,1,1,13,22,109
41,3,185,1,1,13,22,109
712,3,185,0,1,13,22,109
651,0,185,1,1,13,22,109
717,3,185,1,1,13,22,109
669,3,185,1,1,13,22,109
725,3,185,0,1,13,22,109
664,3,185,1,1,13,22,109
695,3,185,0,1,13,22,109
700,3,185,1,1,13,22,109
67,3,185,1,1,13,22,109
57,3,185,1,1,13,22,109
57,3,185,0,1,13,22,109
675,3,185,0,1,13,22,109
953,2,185,1,1,13,22,109
643,1,185,1,1,13,22,109
913,0,186,1,1,13,22,251
683,0,186,1,1,13,22,251
674,0,186,0,1,13,22,251
719,3,186,0,1,13,22,251
651,0,186,0,1,13,22,251
641,1,186,0,1,13,22,251
666,3,186,0,1,13,22,251
714,3,186,0,1,13,22,251
720,3,186,1,1,13,22,251
57,3,186,0,1,13,22,251
57,3,186,0,1,13,22,251
690,3,186,0,1,13,22,251
28,3,186,0,1,13,22,251
741,0,187,0,1,13,22,209
913,0,187,1,1,13,22,209
646,0,187,1,1,13,22,209
651,0,187,0,1,13,22,209
641,1,187,1,1,13,22,209
725,3,187,0,1,13,22,209
700,3,187,1,1,13,22,209
731,3,187,1,1,13,22,209
67,3,187,0,1,13,22,209
57,3,187,0,1,13,22,209
663,3,187,1,1,13,22,209
28,3,187,0,1,13,22,209
638,1,187,0,1,13,22,209
637,1,187,0,1,13,22,209
913,0,188,0,1,13,22,209
683,0,188,0,1,13,22,209
674,0,188,1,1,13,22,209
713,3,188,1,1,13,22,209
41,3,188,1,1,13,22,209
726,3,188,1,1,13,22,209
725,3,188,0,1,13,22,209
57,3,188,1,1,13,22,209
57,3,188,0,1,13,22,209
675,3,188,0,1,13,22,209
660,3,188,1,1,13,22,209
679,3,188,1,1,13,22,209
723,3,188,0,1,13,22,209
684,0,189,0,1,13,22,209
658,0,189,1,1,13,22,209
41,3,189,1,1,13,22,209
725,3,189,0,1,13,22,209
1505,3,189,0,1,13,22,209
695,3,189,1,1,13,22,209
731,3,189,1,1,13,22,209
67,3,189,1,1,13,22,209
663,3,189,1,1,13,22,209
28,3,189,0,1,13,22,209
642,1,189,1,1,13,22,209
913,0,190,1,1,13,22,108
41,3,190,1,1,13,22,108
717,3,190,1,1,13,22,108
669,3,190,0,1,13,22,108
725,3,190,0,1,13,22,108
661,3,190,1,1,13,22,108
666,3,190,1,1,13,22,108
700,3,190,0,1,13,22,108
697,3,190,1,1,13,22,108
700,3,190,0,1,13,22,108
57,3,190,1,1,13,22,108
667,3,190,1,1,13,22,108
691,3,190,1,1,13,22,108
636,1,190,0,1,13,22,108
741,0,191,0,1,13,22,205
41,3,191,1,1,13,22,205
712,3,191,0,1,13,22,205
725,3,191,0,1,13,22,205
693,3,191,0,1,13,22,205
690,3,191,0,1,13,22,205
663,3,191,0,1,13,22,205
642,1,191,1,1,13,22,205
639,1,191,0,1,13,22,205
637,1,191,1,1,13,22,205
91,2,192,0,1,6,11,356
455,3,192,0,1,6,11,356
918,3,192,0,1,6,11,356
411,3,192,0,1,6,11,356
37,3,192,0,1,6,11,356
37,3,192,0,1,6,11,356
1481,3,192,1,1,6,11,356
741,0,193,0,1,13,22,313
913,0,193,1,1,13,22,313
913,0,193,1,1,13,22,313
684,0,193,0,1,13,22,313
658,0,193,1,1,13,22,313
41,3,193,0,1,13,22,313
682,3,193,1,1,13,22,313
